;Product Progress;Logins;Start Date;Last Activity At;Days Lapsed;Months Lapsed
4897;93;44;2020-12-06;2023-03-21;119.29;29.82
4898;27;96;2020-08-16;2023-04-07;137.71;34.43
4899;2;23;2020-08-26;2023-02-13;128.71;32.18
4900;24;27;2020-08-10;2021-04-10;34.71;8.68
4901;2;1;2020-08-10;2020-08-10;0.0;0.0
4902;70;186;2020-08-10;2023-05-16;144.14;36.03
4903;22;42;2020-08-09;2022-12-11;122.0;30.5
4904;23;37;2020-08-10;2021-02-16;27.14;6.78
4905;95;50;2020-08-26;2021-05-04;35.86;8.96
4906;78;88;2020-08-14;2021-08-14;52.14;13.04
4907;12;19;2020-08-12;2020-10-11;8.57;2.14
4909;58;314;2020-08-10;2023-05-16;144.14;36.03
4911;9;28;2020-08-09;2022-09-02;107.71;26.93
4912;51;63;2020-08-11;2021-04-10;34.57;8.64
4913;1;17;2020-08-11;2022-05-27;93.43;23.36
4914;48;86;2020-08-21;2021-11-10;63.71;15.93
4915;16;53;2020-08-24;2023-03-10;132.57;33.14
4917;26;23;2020-08-11;2021-01-06;21.14;5.28
4919;69;62;2020-08-09;2021-06-28;46.14;11.54
4920;62;88;2020-08-10;2022-02-13;78.86;19.72
4921;51;49;2020-08-09;2021-05-11;39.29;9.82
4922;73;75;2020-08-09;2023-01-02;125.14;31.28
4923;30;27;2020-08-12;2023-02-19;131.57;32.89
4924;29;114;2020-08-09;2022-09-04;108.0;27.0
4925;85;130;2021-01-24;2023-03-22;112.43;28.11
4926;22;57;2020-08-09;2023-05-06;142.86;35.72
4927;46;55;2020-08-10;2021-01-11;22.0;5.5
4928;85;75;2020-08-11;2021-06-18;44.43;11.11
4929;3;9;2020-08-14;2020-09-01;2.57;0.64
4930;77;97;2020-08-10;2022-05-15;91.86;22.96
4931;48;50;2020-08-10;2021-01-04;21.0;5.25
4933;26;25;2020-08-11;2021-12-27;71.86;17.96
4934;85;94;2020-08-10;2021-10-06;60.29;15.07
4935;44;67;2020-08-13;2022-03-11;82.14;20.54
4936;97;96;2020-08-17;2021-05-27;40.43;10.11
4937;3;11;2020-08-24;2022-10-08;110.71;27.68
4938;19;14;2020-08-16;2021-03-05;28.71;7.18
4939;2;11;2020-09-20;2021-10-12;55.29;13.82
4940;41;39;2020-08-16;2021-07-09;46.71;11.68
4941;7;17;2020-08-16;2021-04-29;36.57;9.14
4942;13;44;2020-10-14;2023-01-12;117.14;29.28
4943;99;44;2020-08-19;2022-11-01;114.86;28.72
4944;63;54;2020-08-16;2021-04-12;34.14;8.54
4945;9;32;2020-08-18;2021-04-28;36.14;9.04
4946;49;45;2020-08-16;2020-12-17;17.57;4.39
4948;53;126;2020-08-17;2023-05-07;141.86;35.47
4949;17;11;2020-08-16;2020-09-08;3.29;0.82
4950;48;60;2020-08-16;2022-11-10;116.57;29.14
4952;54;150;2020-08-16;2023-03-27;136.14;34.03
4954;9;4;2020-08-18;2020-09-01;2.0;0.5
4955;44;60;2020-08-16;2023-01-21;126.86;31.72
4956;3;5;2020-08-18;2020-08-21;0.43;0.11
4957;96;120;2020-10-18;2021-07-21;39.43;9.86
4958;28;33;2020-08-27;2022-10-26;112.86;28.22
4960;93;104;2020-08-17;2021-12-22;70.29;17.57
4961;2;16;2020-08-18;2022-11-26;118.57;29.64
4962;14;28;2020-08-17;2022-10-19;113.29;28.32
4963;20;31;2020-08-16;2022-12-26;123.14;30.78
4964;16;13;2020-08-17;2020-10-15;8.43;2.11
4965;43;60;2020-08-25;2021-08-31;53.0;13.25
4969;4;7;2020-10-02;2020-10-02;0.0;0.0
4970;27;49;2020-08-16;2021-08-14;51.86;12.96
4971;23;31;2020-08-23;2023-03-28;135.29;33.82
4972;16;22;2020-08-24;2021-05-01;35.71;8.93
4973;18;25;2020-08-23;2023-04-10;137.14;34.28
4974;3;3;2020-08-30;2020-08-31;0.14;0.04
4975;79;126;2020-08-23;2022-10-16;112.0;28.0
4976;42;24;2020-09-04;2020-11-08;9.29;2.32
4977;3;14;2020-08-28;2021-05-18;37.57;9.39
4978;3;5;2020-08-24;2020-09-03;1.43;0.36
4979;81;134;2020-08-23;2022-10-10;111.14;27.78
4980;95;66;2020-11-02;2021-12-15;58.29;14.57
4981;13;23;2020-08-23;2021-09-19;56.0;14.0
4982;10;17;2020-08-23;2020-09-14;3.14;0.78
4984;25;73;2020-09-05;2023-02-09;126.71;31.68
4985;23;53;2020-08-28;2022-09-19;107.43;26.86
4987;82;70;2020-08-23;2021-09-22;56.43;14.11
4989;4;5;2020-08-30;2020-09-03;0.57;0.14
4990;71;90;2020-08-23;2022-04-18;86.14;21.54
4991;77;107;2020-08-30;2021-05-04;35.29;8.82
4992;79;112;2020-08-25;2023-03-30;135.29;33.82
4993;49;43;2020-08-26;2022-09-27;108.86;27.22
4994;53;213;2020-09-03;2022-09-16;106.14;26.54
4996;44;73;2020-08-24;2023-05-02;140.14;35.03
4997;40;52;2020-08-30;2021-10-24;60.0;15.0
4998;12;27;2020-08-23;2023-04-10;137.14;34.28
4999;23;13;2020-08-30;2020-11-23;12.14;3.04
5000;51;37;2020-08-30;2021-05-17;37.14;9.28
5001;12;18;2020-08-24;2021-09-23;56.43;14.11
5002;40;140;2020-08-25;2023-05-09;141.0;35.25
5003;8;10;2020-08-27;2020-10-31;9.29;2.32
5004;14;25;2020-08-27;2020-11-18;11.86;2.96
5005;3;11;2020-08-24;2020-10-27;9.14;2.28
5006;5;6;2020-08-24;2020-09-15;3.14;0.78
5007;33;20;2020-08-24;2021-03-23;30.14;7.54
5008;18;36;2020-09-03;2021-07-29;47.0;11.75
5009;75;223;2020-08-24;2023-05-14;141.86;35.47
5010;2;4;2020-08-25;2020-08-25;0.0;0.0
5011;63;91;2020-08-26;2023-02-17;129.29;32.32
5012;12;12;2020-08-25;2022-01-21;73.43;18.36
5013;54;60;2020-08-24;2021-01-14;20.43;5.11
5014;77;97;2020-08-24;2022-08-27;104.71;26.18
5015;64;227;2020-08-23;2023-05-08;141.14;35.28
5016;15;27;2020-08-24;2021-08-10;50.14;12.54
5017;10;14;2020-08-24;2020-11-24;13.14;3.28
5019;79;55;2020-08-24;2023-01-21;125.71;31.43
5020;86;69;2020-08-25;2023-01-06;123.43;30.86
5022;7;7;2020-08-24;2021-02-16;25.14;6.28
5023;96;124;2020-08-25;2022-05-11;89.14;22.28
5025;71;72;2020-08-30;2023-05-12;140.71;35.18
5027;92;115;2020-08-30;2022-12-19;120.14;30.04
5028;46;53;2020-08-31;2021-07-04;43.86;10.96
5029;38;235;2020-09-03;2023-04-17;136.57;34.14
5030;74;50;2020-08-31;2023-05-08;140.0;35.0
5031;11;14;2020-08-30;2022-10-19;111.43;27.86
5032;7;12;2020-08-30;2020-09-23;3.43;0.86
5033;33;42;2020-08-30;2022-05-29;91.0;22.75
5034;68;136;2020-09-05;2022-05-08;87.14;21.78
5035;97;112;2020-08-30;2022-02-14;76.14;19.04
5036;43;33;2020-08-31;2021-01-31;21.86;5.46
5037;12;8;2020-08-30;2020-09-20;3.0;0.75
5038;26;37;2020-09-01;2021-03-08;26.86;6.72
5039;56;100;2020-09-03;2022-12-06;117.71;29.43
5041;96;192;2020-08-31;2023-05-02;139.14;34.78
5042;30;28;2020-09-01;2022-10-30;112.71;28.18
5043;97;150;2020-09-02;2023-05-16;140.86;35.22
5044;97;646;2021-02-07;2023-04-11;113.29;28.32
5045;3;38;2021-06-19;2022-01-03;28.29;7.07
5046;54;34;2020-08-30;2021-01-30;21.86;5.46
5048;97;131;2020-08-31;2023-01-24;125.14;31.28
5049;1;6;2020-08-30;2021-03-22;29.14;7.28
5051;3;6;2020-08-30;2021-07-05;44.14;11.04
5052;43;23;2020-09-06;2021-07-25;46.0;11.5
5053;2;3;2020-08-30;2020-08-30;0.0;0.0
5054;97;88;2020-08-31;2021-05-19;37.29;9.32
5055;62;52;2020-09-02;2023-05-09;139.86;34.97
5056;9;18;2020-09-02;2021-12-18;67.43;16.86
5057;3;3;2020-08-30;2020-09-09;1.43;0.36
5058;93;121;2020-09-01;2022-07-29;99.43;24.86
5059;5;10;2020-08-30;2020-10-29;8.57;2.14
5060;59;71;2020-08-31;2021-04-03;30.71;7.68
5062;39;30;2020-09-06;2022-06-10;91.71;22.93
5063;19;16;2020-08-31;2020-09-28;4.0;1.0
5064;6;30;2020-09-03;2021-05-13;36.0;9.0
5066;94;249;2020-09-01;2023-04-11;136.0;34.0
5068;35;99;2020-09-06;2022-06-01;90.43;22.61
5069;63;82;2020-09-06;2021-09-30;55.57;13.89
5070;3;12;2020-09-08;2020-09-14;0.86;0.22
5071;98;77;2020-09-06;2022-02-15;75.29;18.82
5072;63;172;2020-09-08;2022-11-01;112.0;28.0
5073;12;13;2020-09-06;2022-10-07;108.71;27.18
5075;1;5;2020-09-20;2021-10-11;55.14;13.78
5076;57;97;2020-09-07;2023-05-17;140.29;35.07
5077;5;20;2020-09-07;2023-02-04;125.71;31.43
5078;61;35;2021-01-09;2021-07-17;27.0;6.75
5079;67;117;2020-09-06;2021-05-19;36.43;9.11
5080;94;86;2020-09-06;2022-04-19;84.29;21.07
5083;2;9;2021-03-17;2022-02-10;47.14;11.78
5084;93;252;2020-09-06;2023-04-22;136.86;34.22
5085;98;90;2020-09-14;2021-09-19;52.86;13.22
5086;96;67;2020-09-07;2022-01-06;69.43;17.36
5087;13;36;2020-09-23;2021-12-21;64.86;16.22
5088;41;45;2020-09-06;2021-06-13;40.0;10.0
5089;49;72;2020-09-05;2023-04-23;137.14;34.28
5090;34;48;2020-09-07;2021-02-17;23.29;5.82
5091;44;50;2020-09-07;2023-04-15;135.71;33.93
5092;62;57;2020-09-08;2021-05-18;36.0;9.0
5094;57;56;2020-09-07;2021-07-13;44.14;11.04
5095;10;13;2020-09-06;2020-12-14;14.14;3.54
5096;76;102;2020-09-07;2022-09-09;104.57;26.14
5097;47;199;2020-09-07;2023-05-16;140.14;35.03
5098;99;144;2020-09-07;2022-03-16;79.29;19.82
5099;15;40;2020-09-09;2022-05-17;87.86;21.96
5100;64;147;2020-09-06;2023-04-20;136.57;34.14
5101;5;9;2020-09-13;2020-10-25;6.0;1.5
5102;48;70;2020-09-07;2022-02-03;73.43;18.36
5103;1;5;2020-11-02;2021-07-06;35.14;8.78
5104;96;126;2020-09-06;2022-07-02;94.86;23.72
5105;53;55;2020-09-19;2023-05-17;138.57;34.64
5106;31;42;2020-09-15;2023-05-16;139.0;34.75
5107;28;117;2020-09-13;2021-12-29;67.43;16.86
5108;85;454;2020-09-13;2023-04-10;134.14;33.53
5109;73;202;2020-09-13;2023-05-17;139.43;34.86
5110;100;95;2020-09-13;2022-05-01;85.0;21.25
5112;33;84;2020-09-13;2022-10-03;107.14;26.78
5113;7;157;2020-09-19;2023-05-16;138.43;34.61
5114;3;10;2020-10-08;2020-10-08;0.0;0.0
5117;3;3;2020-11-23;2020-11-23;0.0;0.0
5119;14;18;2020-09-23;2020-10-27;4.86;1.22
5121;2;12;2020-09-28;2021-11-14;58.86;14.72
5122;92;119;2020-09-13;2021-05-22;35.86;8.96
5123;63;68;2020-09-14;2022-10-10;108.0;27.0
5124;48;221;2020-09-14;2023-05-10;138.29;34.57
5125;16;14;2020-09-14;2020-12-14;13.0;3.25
5126;3;3;2020-09-13;2021-01-10;17.0;4.25
5128;53;46;2020-09-13;2021-03-05;24.71;6.18
5129;38;56;2020-09-19;2022-06-28;92.43;23.11
5130;58;104;2020-09-13;2021-09-06;51.14;12.78
5131;12;34;2020-09-22;2021-03-29;26.86;6.72
5132;10;14;2020-09-14;2021-03-24;27.29;6.82
5133;76;90;2020-09-14;2023-04-24;136.0;34.0
5134;3;3;2020-09-21;2020-09-23;0.29;0.07
5135;80;146;2020-09-13;2023-03-23;131.57;32.89
5136;48;39;2020-09-13;2021-05-28;36.71;9.18
5137;32;106;2020-09-14;2023-05-08;138.0;34.5
5138;97;102;2020-09-17;2022-04-12;81.71;20.43
5139;86;167;2020-09-16;2022-09-19;104.71;26.18
5140;97;47;2020-09-13;2021-05-10;34.14;8.54
5141;5;20;2020-09-15;2022-06-23;92.29;23.07
5142;90;80;2020-09-13;2021-12-06;64.14;16.04
5143;26;59;2020-09-14;2022-06-24;92.57;23.14
5144;68;125;2020-09-13;2023-02-08;125.43;31.36
5146;98;192;2020-09-14;2023-02-26;127.86;31.96
5147;6;13;2020-09-14;2021-03-07;24.86;6.22
5148;4;23;2020-09-22;2021-11-22;60.86;15.22
5149;17;36;2020-09-14;2021-06-23;40.29;10.07
5150;68;45;2020-09-22;2022-05-22;86.71;21.68
5151;37;59;2020-11-02;2022-11-16;106.29;26.57
5153;76;134;2020-09-21;2023-01-10;120.14;30.04
5154;60;130;2020-09-21;2023-04-20;134.43;33.61
5155;30;101;2020-09-20;2023-04-26;135.43;33.86
5156;1;7;2020-09-21;2020-10-16;3.57;0.89
5158;34;46;2020-09-21;2021-06-28;40.0;10.0
5160;52;55;2020-09-21;2021-06-22;39.14;9.78
5161;63;46;2020-09-21;2021-05-10;33.0;8.25
5162;12;14;2020-09-20;2020-11-19;8.57;2.14
5163;32;33;2020-11-05;2021-10-03;47.43;11.86
5164;93;91;2020-09-30;2023-04-28;134.29;33.57
5165;1;6;2020-11-12;2020-11-10;-0.29;-0.07
5167;7;73;2020-09-29;2022-05-15;84.71;21.18
5169;43;308;2020-09-24;2023-05-17;137.86;34.47
5170;2;5;2020-09-21;2021-05-14;33.57;8.39
5171;41;95;2020-11-24;2022-09-07;93.14;23.28
5172;58;85;2020-09-20;2023-02-01;123.43;30.86
5173;31;44;2020-09-21;2023-02-14;125.14;31.28
5175;81;105;2020-09-21;2023-05-15;138.0;34.5
5176;97;188;2020-09-26;2022-06-16;89.71;22.43
5178;8;9;2020-09-22;2020-10-13;3.0;0.75
5179;10;15;2020-09-20;2022-07-25;96.14;24.04
5180;34;62;2020-09-25;2023-04-04;131.57;32.89
5181;7;9;2020-09-23;2020-10-18;3.57;0.89
5182;27;30;2020-09-22;2021-03-08;23.86;5.96
5183;99;136;2020-09-20;2023-05-09;137.29;34.32
5184;2;4;2020-09-21;2020-09-25;0.57;0.14
5185;6;11;2020-09-22;2020-10-18;3.71;0.93
5186;93;97;2020-09-20;2022-03-09;76.43;19.11
5187;75;62;2020-09-21;2021-05-31;36.0;9.0
5188;42;64;2020-09-22;2023-01-24;122.0;30.5
5189;97;216;2020-09-30;2023-02-10;123.29;30.82
5190;63;93;2020-11-08;2021-08-16;40.14;10.04
5191;14;9;2020-09-21;2020-10-12;3.0;0.75
5192;95;70;2020-09-23;2023-03-16;129.14;32.28
5193;20;37;2020-09-21;2023-03-11;128.71;32.18
5194;2;4;2020-10-25;2020-10-27;0.29;0.07
5195;3;7;2020-10-09;2020-11-26;6.86;1.72
5197;19;27;2020-09-29;2020-11-23;7.86;1.96
5198;31;165;2021-04-18;2023-04-27;105.57;26.39
5199;26;37;2020-09-27;2022-06-11;88.86;22.22
5200;22;20;2020-09-28;2020-11-10;6.14;1.54
5201;8;14;2020-09-27;2020-10-13;2.29;0.57
5202;5;10;2020-11-12;2020-12-08;3.71;0.93
5203;41;28;2020-09-28;2021-04-05;27.0;6.75
5205;34;46;2020-09-30;2021-07-04;39.57;9.89
5206;12;13;2020-12-21;2021-07-18;29.86;7.46
5207;42;33;2020-09-27;2023-02-05;123.0;30.75
5208;19;24;2021-02-28;2022-09-12;80.14;20.04
5209;6;18;2020-11-03;2021-06-14;31.86;7.96
5210;99;87;2020-09-27;2021-06-19;37.86;9.46
5212;8;7;2020-10-04;2020-10-15;1.57;0.39
5213;70;128;2020-09-27;2023-04-11;132.29;33.07
5214;42;35;2020-09-28;2022-01-21;68.57;17.14
5215;88;231;2020-09-28;2023-05-15;137.0;34.25
5216;29;16;2020-09-29;2023-03-04;126.57;31.64
5220;9;29;2020-09-29;2023-03-27;129.86;32.47
5221;92;133;2020-09-27;2021-12-13;63.14;15.78
5223;12;15;2020-09-28;2020-10-18;2.86;0.72
5224;6;30;2020-09-30;2022-12-09;114.29;28.57
5225;2;1;2020-09-27;2020-09-30;0.43;0.11
5226;12;14;2020-09-30;2021-05-05;31.0;7.75
5227;60;105;2020-10-13;2023-04-26;132.14;33.03
5228;75;64;2020-10-04;2022-12-06;113.29;28.32
5229;1;5;2020-10-05;2020-10-16;1.57;0.39
5230;86;62;2020-10-04;2023-03-27;129.14;32.28
5231;20;82;2020-10-06;2022-07-06;91.14;22.78
5232;51;46;2020-10-05;2022-05-01;81.86;20.46
5233;31;74;2020-10-04;2022-11-26;111.86;27.96
5236;91;66;2020-10-04;2023-04-13;131.57;32.89
5237;1;7;2020-10-04;2021-11-29;60.14;15.04
5238;16;21;2020-10-04;2022-10-21;106.71;26.68
5239;95;108;2020-10-05;2022-11-18;110.57;27.64
5240;56;62;2020-10-04;2021-11-17;58.43;14.61
5241;24;51;2020-10-12;2021-03-22;23.0;5.75
5242;44;68;2020-10-07;2023-05-08;134.71;33.68
5243;1;5;2021-03-23;2022-10-10;80.86;20.22
5244;82;155;2020-10-04;2022-11-22;111.29;27.82
5245;5;10;2020-10-05;2020-12-13;9.86;2.46
5246;43;70;2020-10-04;2022-04-04;78.14;19.54
5247;67;217;2020-10-05;2023-04-21;132.57;33.14
5248;85;115;2020-10-05;2022-07-18;93.0;23.25
5249;33;36;2020-10-05;2021-09-25;50.71;12.68
5251;5;10;2020-10-04;2021-05-12;31.43;7.86
5252;17;29;2020-10-05;2021-08-09;44.0;11.0
5253;25;20;2020-10-06;2021-06-05;34.57;8.64
5255;97;64;2020-10-06;2021-08-30;46.86;11.72
5256;12;28;2020-10-05;2020-10-27;3.14;0.78
5257;5;3;2020-10-06;2020-10-12;0.86;0.22
5258;7;13;2020-10-05;2020-10-25;2.86;0.72
5259;2;18;2020-10-11;2023-05-10;134.43;33.61
5260;36;50;2020-10-11;2021-04-15;26.57;6.64
5261;95;70;2020-10-11;2021-04-29;28.57;7.14
5263;8;11;2020-10-12;2020-10-19;1.0;0.25
5264;4;9;2020-10-22;2020-11-03;1.71;0.43
5265;36;36;2020-10-19;2021-06-15;34.14;8.54
5267;5;4;2021-04-13;2021-04-27;2.0;0.5
5269;5;9;2020-10-12;2020-11-09;4.0;1.0
5271;7;16;2020-10-15;2021-02-09;16.71;4.18
5272;10;10;2020-10-12;2020-11-19;5.43;1.36
5273;76;148;2020-10-12;2023-03-05;124.86;31.22
5274;11;27;2020-10-11;2022-07-10;91.0;22.75
5275;58;54;2020-10-12;2022-05-09;82.0;20.5
5276;11;4;2020-10-11;2020-10-28;2.43;0.61
5277;93;76;2020-10-12;2022-11-21;110.0;27.5
5279;90;106;2020-10-11;2022-08-21;97.0;24.25
5280;49;79;2020-10-14;2023-05-16;134.86;33.72
5281;6;23;2020-10-15;2022-03-16;73.86;18.46
5282;29;39;2020-10-14;2022-11-21;109.71;27.43
5283;13;11;2020-10-14;2020-11-23;5.71;1.43
5284;99;269;2020-10-12;2023-05-08;134.0;33.5
5287;1;6;2020-11-19;2021-09-13;42.57;10.64
5289;2;2;2020-10-11;2020-10-20;1.29;0.32
5290;6;5;2020-10-14;2020-11-02;2.71;0.68
5291;4;6;2020-10-12;2021-09-19;48.86;12.22
5292;64;60;2020-10-12;2022-11-12;108.71;27.18
5293;73;141;2020-10-14;2023-01-06;116.29;29.07
5295;46;88;2020-10-19;2023-05-16;134.14;33.53
5296;94;103;2020-10-18;2021-08-03;41.29;10.32
5297;15;15;2020-10-19;2021-05-16;29.86;7.46
5300;85;67;2020-10-20;2021-09-13;46.86;11.72
5301;46;52;2020-11-01;2022-10-10;101.14;25.28
5302;76;63;2020-10-19;2022-02-27;70.86;17.72
5303;15;13;2020-12-28;2021-06-23;25.29;6.32
5304;89;116;2020-10-26;2021-06-23;34.29;8.57
5305;66;73;2020-10-19;2023-03-10;124.57;31.14
5306;71;166;2020-10-20;2023-03-13;124.86;31.22
5307;21;17;2020-10-19;2022-03-06;71.86;17.96
5308;14;24;2020-10-19;2022-01-24;66.0;16.5
5309;98;74;2020-10-18;2021-06-08;33.29;8.32
5310;19;106;2020-11-01;2023-04-25;129.29;32.32
5311;54;201;2020-10-29;2023-02-11;119.29;29.82
5312;98;139;2020-10-25;2023-02-14;120.29;30.07
5313;82;102;2020-10-18;2022-01-14;64.71;16.18
5314;98;74;2020-10-18;2023-01-13;116.71;29.18
5315;5;23;2020-10-18;2023-01-08;116.0;29.0
5316;91;397;2020-10-19;2023-05-03;132.29;33.07
5317;46;24;2020-10-19;2021-10-29;53.57;13.39
5318;9;19;2020-10-20;2021-03-23;22.0;5.5
5319;43;41;2020-10-20;2021-06-04;32.43;8.11
5320;3;4;2020-10-18;2020-10-22;0.57;0.14
5321;91;64;2020-10-18;2022-12-20;113.29;28.32
5322;10;15;2020-10-20;2020-11-04;2.14;0.54
5323;68;56;2020-10-19;2022-05-10;81.14;20.28
5324;59;44;2020-10-19;2021-06-25;35.57;8.89
5326;70;97;2020-10-21;2021-07-26;39.71;9.93
5327;81;163;2020-11-02;2023-05-16;132.14;33.03
5328;85;128;2020-10-25;2022-06-02;83.57;20.89
5329;36;126;2020-10-30;2022-07-21;89.86;22.46
5330;79;92;2020-11-02;2022-01-06;61.43;15.36
5334;33;144;2020-10-25;2023-03-11;123.86;30.96
5335;25;41;2020-11-07;2021-08-07;39.0;9.75
5336;36;51;2020-10-25;2023-04-26;130.43;32.61
5338;47;38;2020-10-25;2021-12-14;59.29;14.82
5339;52;79;2020-10-25;2021-04-30;26.71;6.68
5340;3;5;2022-07-22;2022-07-22;0.0;0.0
5341;14;12;2020-10-25;2022-02-02;66.43;16.61
5342;43;44;2020-10-31;2021-10-19;50.43;12.61
5343;23;33;2020-10-25;2021-06-18;33.71;8.43
5344;98;97;2020-10-26;2023-03-05;122.86;30.72
5345;7;19;2020-10-26;2021-04-07;23.29;5.82
5346;97;79;2020-10-26;2023-03-30;126.43;31.61
5347;74;104;2020-10-25;2023-01-18;116.43;29.11
5348;25;33;2020-10-29;2023-03-13;123.57;30.89
5349;4;24;2020-10-31;2022-11-28;108.29;27.07
5350;98;378;2020-10-25;2023-05-12;132.71;33.18
5352;95;51;2020-10-26;2021-06-29;35.14;8.78
5353;17;20;2020-11-04;2021-04-27;24.86;6.22
5354;7;13;2020-10-25;2021-07-03;35.86;8.96
5355;5;11;2020-10-25;2020-11-22;4.0;1.0
5356;4;25;2020-11-12;2023-02-26;119.43;29.86
5357;4;27;2020-11-01;2022-11-07;105.14;26.28
5358;29;46;2021-09-07;2022-01-08;17.57;4.39
5359;33;30;2020-11-01;2023-04-18;128.29;32.07
5360;1;8;2020-11-10;2021-02-23;15.0;3.75
5361;6;31;2020-11-03;2023-01-27;116.43;29.11
5362;3;5;2020-11-05;2020-11-07;0.29;0.07
5363;7;92;2020-11-06;2023-05-02;129.57;32.39
5364;97;310;2020-11-06;2023-05-13;131.14;32.78
5365;10;9;2020-11-02;2020-12-02;4.29;1.07
5366;95;213;2020-11-01;2023-04-13;127.57;31.89
5367;19;22;2020-11-21;2023-03-14;120.43;30.11
5368;12;9;2020-11-02;2021-04-13;23.14;5.78
5369;18;28;2020-11-02;2021-02-21;15.86;3.96
5370;16;59;2020-11-02;2021-05-10;27.0;6.75
5371;6;16;2020-11-04;2021-08-13;40.29;10.07
5372;96;47;2020-11-04;2022-02-12;66.43;16.61
5373;20;46;2020-11-02;2022-01-23;63.86;15.96
5374;23;14;2020-11-02;2021-01-12;10.14;2.54
5375;23;47;2020-11-02;2022-02-24;68.43;17.11
5376;5;17;2020-11-08;2023-04-30;129.0;32.25
5377;82;92;2020-11-01;2023-05-09;131.29;32.82
5379;1;7;2020-11-04;2020-11-09;0.71;0.18
5380;95;124;2020-11-01;2022-07-26;90.29;22.57
5381;16;27;2020-11-03;2021-01-14;10.29;2.57
5382;4;22;2020-11-08;2022-04-12;74.29;18.57
5384;98;319;2020-11-01;2023-05-17;132.43;33.11
5385;10;27;2020-11-05;2021-11-29;55.57;13.89
5386;95;117;2020-11-02;2022-11-16;106.29;26.57
5387;10;10;2020-11-01;2020-11-19;2.57;0.64
5389;40;30;2020-11-02;2021-12-13;58.0;14.5
5390;16;13;2020-11-02;2021-01-07;9.43;2.36
5391;29;55;2020-11-09;2023-04-12;126.29;31.57
5392;2;6;2020-11-08;2022-04-26;76.29;19.07
5393;19;14;2020-11-09;2021-09-18;44.71;11.18
5394;68;38;2020-11-10;2021-06-23;32.14;8.04
5395;4;8;2020-11-08;2020-11-19;1.57;0.39
5396;24;27;2020-11-10;2021-04-24;23.57;5.89
5397;41;42;2020-11-26;2023-01-16;111.57;27.89
5399;73;55;2020-11-08;2021-10-02;46.86;11.72
5400;1;2;2020-11-21;2020-11-21;0.0;0.0
5402;24;31;2020-11-09;2021-12-22;58.29;14.57
5403;22;40;2020-12-02;2023-01-22;111.57;27.89
5404;99;225;2020-11-09;2023-03-19;122.86;30.72
5405;30;93;2020-11-10;2023-04-05;125.14;31.28
5406;21;38;2020-11-20;2021-09-29;44.71;11.18
5407;87;78;2020-12-16;2022-11-30;102.0;25.5
5408;3;18;2020-11-24;2021-10-22;47.43;11.86
5409;62;84;2020-11-08;2022-01-21;62.71;15.68
5410;24;47;2020-11-08;2021-04-21;23.43;5.86
5411;14;15;2021-02-07;2021-03-27;6.86;1.72
5412;98;86;2020-11-08;2021-09-21;45.29;11.32
5413;2;7;2020-11-09;2020-12-11;4.57;1.14
5414;51;50;2020-11-09;2022-01-24;63.0;15.75
5415;3;12;2020-11-13;2020-11-18;0.71;0.18
5416;8;13;2020-11-15;2022-09-26;97.14;24.28
5417;15;14;2020-11-08;2021-02-23;15.29;3.82
5419;2;2;2020-11-08;2020-11-08;0.0;0.0
5420;44;56;2020-11-21;2022-03-02;66.57;16.64
5421;2;3;2020-11-11;2020-11-29;2.57;0.64
5424;2;7;2020-11-09;2020-12-02;3.29;0.82
5425;19;14;2020-11-09;2021-01-22;10.57;2.64
5426;23;49;2020-11-15;2021-07-05;33.14;8.28
5427;40;28;2020-11-09;2023-03-23;123.43;30.86
5430;5;26;2021-02-07;2023-02-07;104.29;26.07
5431;82;59;2020-11-09;2021-12-16;57.43;14.36
5432;19;47;2020-11-08;2022-04-16;74.86;18.72
5433;91;120;2020-11-09;2023-03-23;123.43;30.86
5434;41;35;2020-11-09;2021-02-14;13.86;3.46
5435;14;18;2020-11-11;2021-05-11;25.86;6.46
5436;4;9;2020-11-21;2021-08-01;36.14;9.04
5437;26;26;2020-11-10;2022-05-02;76.86;19.22
5439;95;275;2020-11-08;2022-01-10;61.14;15.28
5440;79;205;2020-11-09;2023-05-17;131.29;32.82
5441;26;31;2021-01-30;2022-03-11;57.86;14.46
5442;1;19;2021-03-06;2021-06-21;15.29;3.82
5443;81;213;2020-11-16;2023-04-19;126.29;31.57
5444;69;55;2020-11-16;2022-04-07;72.43;18.11
5445;47;43;2020-11-18;2021-11-17;52.0;13.0
5446;4;14;2020-11-15;2022-12-26;110.14;27.54
5447;90;66;2020-11-17;2022-06-08;81.14;20.28
5448;90;137;2020-11-16;2023-04-23;126.86;31.72
5449;5;22;2020-12-02;2021-07-13;31.86;7.96
5451;90;109;2020-11-15;2022-03-29;71.29;17.82
5452;35;34;2020-11-15;2021-07-31;36.86;9.22
5453;8;25;2020-11-15;2023-04-11;125.29;31.32
5454;40;66;2020-11-15;2021-02-19;13.71;3.43
5455;92;192;2020-11-22;2022-11-19;103.86;25.96
5456;65;97;2020-11-16;2023-02-02;115.43;28.86
5457;61;100;2020-11-15;2023-02-10;116.71;29.18
5458;18;25;2020-11-16;2021-03-05;15.57;3.89
5459;95;72;2020-11-16;2022-08-24;92.29;23.07
5461;76;148;2020-12-01;2022-03-04;65.43;16.36
5462;81;56;2020-11-16;2022-07-08;85.57;21.39
